identity_key,boundary_flags,candidate_state
limp_wrist,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lineup,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
locked_arms,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
locked_legs,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
log_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lotus_position,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lounging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lunging,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lying,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
lying_upside-down,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
manspreading,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
march,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
marching,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
marching_band,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
marching_band_(idolmaster),,CLEAN_FOR_FRESH_HOLDOUT_V14_2
marching_band_baton,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
martial_arts,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
matching_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
meditation,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
messy_sleeper,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
mesugaki_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
mid-stride,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
midair,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
mochi_mochi_dance,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
modeling,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
mooning,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
mudra,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
naruto_run,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
nervous_tama-chan_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
nodding,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
o_arms,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
object_on_head,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
object_on_lap,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ofuda_on_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ofuda_on_head,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ofuda_on_leg,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ojigi_(bowing),,CLEAN_FOR_FRESH_HOLDOUT_V14_2
ojou-sama_pose,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_airplane,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_animal,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_back,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_ball,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_banana,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_bed,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_bench,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_bicycle,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_blanket,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_boat,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_book,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_box,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_car,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_ceiling,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_chair,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_cloud,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_couch,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_counter,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_creature,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_crescent,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_cushion,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_desk,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_fence,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_finger,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_floor,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_flower,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_food,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_ground,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_hammock,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_head,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_ice,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_innertube,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_jet_ski,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_ladder,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_lap,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_leaf,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_liquid,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_log,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_magic_circle,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_mat,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_mecha,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_mini_planet,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_moon,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_moped,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_motorcycle,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
on_mushroom,,CLEAN_FOR_FRESH_HOLDOUT_V14_2
