identity_key,priority_band,is_general,is_special,general_primary_path,general_status,general_confidence,special_id,generation_family,generation_role,issue104_risk,prior_evidence,sample_rank,reviewed_class,review_status,review_reason
fart,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1762,FLUID_STATE_ACTION,effect_or_action,NO,,1469f97ccbeb1aee407ec5dfe957d531970e9137e2c36b37d9eaafed85229094,,,
submission,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,MEDIUM,1967,RELATION_ROLE_CONTEXT,relation_context,NO,,14ab962ed8a56fe3337b14c6a5c828f2dd1c2010b071269257ba528f1c8c8f74,,,
frontless_outfit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2217,CLOTHING_EXPOSURE,visual_state,NO,,14d0dff07a766814b2629d5426b1c88ccf93f874f7d493fa8595af54b91afe08,,,
errect_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1255,,,NO,,14da04bd3cfa5e4c8008771cd540e4f5e1c303c2af3c423b6451fdadf41514c5,,,
aqua_blindfold,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2592,,,NO,,14eea976b9517ef00def51bb216becfc2d116635df7f21b25e952b4408fe44d3,,,
excessive_pussy_juice,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,563,FLUID_STATE_ACTION,effect_or_action,NO,,14fb4314d561e4b081cc863e8cab2075225c81bb4297f625817761bb560188dd,,,
pantygag,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2724,,,NO,,150fbee5b63900b9754f20d8226af25af560b1be2adb9e772c4f347175918901,,,
pussy_juice_in_mouth,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,566,FLUID_STATE_ACTION,effect_or_action,NO,,155332a442c96372fecd70b513375393693201275b3f575fcbc5ff81ef88754e,,,
pussy_lick,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1339,,,NO,,158922c1e52130acf4ea74de5e14466e2b59cc27fa87ca0fc7bcd0478c99ee74,,,
strangling,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1961,RESTRAINT_ACTION,restraint_action,NO,,15b573cda0d9d28d2f889f88015609b64e661a2cabc9c88cbb8cd321776e6332,,,
backjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,71,,semantic_support,NO,,15bffe4c9678bcfdacda4e7ebc388bed40062794ba28799ab5269bf16c4aa209,,,
reverse_upright_straddle,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,127,POSE_COMPOSITION,pose_camera,NO,,15d3c977dd94fedef969c9cdaffdaf789b5848209620cc52ad60a87e28ab5938,,,
nipple_push,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1209,,,NO,,15f85eb528c04b93ef299f1f924cba6de60d7a23a15ddd1fa7c1ffa6a8bf7af1,,,
pony_play,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1922,RELATION_ROLE_CONTEXT,relation_context,NO,,1621c2c8f530335a38bdb8ae4938f22fe3db9db0d78af0383e153d0428f3cfe5,,,
leash_in_mouth,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/OBJECT_USE,,HIGH,2939,RESTRAINT_IMPLEMENT,restraint_implement,NO,,16723c1a1be08dd34b62677be50bf677d187943fab3d17fa4793647c0922e335,,,
thighhigh,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2634,,,NO,,1678b0fa97e1b6a5fd3c1a1724c2deef95fa49de36742821f63d5a3bad9c33e8,,,
clothed_male_naked_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2556,,,NO,,167cb1d8e262722861038f20d1b2ce5ca3ce1033e4436c011578222b4297b7c2,,,
naked_costume,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2434,,,NO,,169c051efd546439a6d37a7de81b630ed1be854c7064c82fe63aafa9bbfbfe31,,,
footjob_with_boots,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,27,ACTION_INTERACTION,action,NO,,16b3225b97e37a2461be82fecc1f58fce82eeb4bda5a7393eae10f9711751d17,,,
finger_on_nipple,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1223,DIRECT_COMPOSITE,compound_visual,NO,,16cb7925b79b1560500490a1cc7ff681dae5ca65bf00a8b74378ef6cfacd84ef,,,
asphyxiation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1956,RESTRAINT_ACTION,restraint_action,NO,,170053881e96cff860a1cbc42efc3ed1d436f8765127343200d96b38922d417e,,,
sparse_pubic_hair,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2777,BODY_ATTRIBUTE,body_target_or_attribute,NO,,172196bffb3a6f3e7af87e55997191e91e8cfcadfb00372dbb86e439ec5b5ec9,,,
peeing_in_cup,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1988,FLUID_STATE_ACTION,effect_or_action,NO,,172dd6b274e098fa9cac6ae9620c263fc59932a139a455446d1533fa64faebdd,,,
gigantic_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2042,BODY_ATTRIBUTE,body_target_or_attribute,NO,,1730359a7c8fef08a9ab11136ca5d38266576845bceecf83b03ccffe76fac95d,,,
prostate_massager,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,HIGH,603,IMPLEMENT_OBJECT,implement,NO,,1737a0bd55390bfb61244b4ca256c12a568214c9f5a9b3fab8f013492e8a81d4,,,
tentacles_with_hands,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2630,,,NO,,173ca9d2fdae50bfd9880126d787ea11172d5564dbef1c7211c06b7e7ca26870,,,
breast_rest,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,MEDIUM,2821,ACTION_INTERACTION,action,NO,,175c1f87332bd732582ae6c1c6ee3c457151241c3280a30f59dc54fc73df00ce,,,
heart_maebari,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2390,CLOTHING_EXPOSURE,visual_state,NO,,176ebfc80680632680d1bd29e8a3999ee5628a3782dbfd347142444851978e50,,,
heart_butt_plug,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,HIGH,2960,IMPLEMENT_OBJECT,implement,NO,,176ee4a36f7797f029dfaca12cf90f2db18272d1a797b0b30f00b452da3c32a4,,,
cooperative_breast_smother,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2028,MULTI_ACTOR_INTERACTION,compound_action,NO,,176f624d6ebf563e570bcd8a8aa0a7f49895e6f37e80c829c769fcd8df915179,,,
naked_track_jacket,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2564,,,NO,,177a33ac4af5eeeac22f58d272db18e653981c6a8383262f8faf55eee0bcb433,,,
pantyhose_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2677,,,NO,,17928011533a8349871b28b629fddbef186e60fca4689ff53345a1df827d184f,,,
clitoris_leash,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1721,RESTRAINT_IMPLEMENT,restraint,NO,,17c9d50bf9f83711ffd42bf01f37ab167562212706a03c4f912f5ba5bbbb3dd9,,,
disembodied_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,586,BODY_ATTRIBUTE,body_target_or_attribute,NO,,17ca9267c5d0c1e8167f7a01be0bd3114bd0eea8e8af1fcd92dbeba46d8631aa,,,
toe_cleavage,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2403,CLOTHING_EXPOSURE,visual_state,NO,,1809edf2fa1b2c3cf68dfa858da19d181a071349c13dc75459e100d5c7ca5478,,,
gape,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1791,,,NO,,18510ecf2b93a95ff750dc9bdbe8239a05813b596b6444302c9829cfa4ac44e8,,,
double_anal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,150,INSERTION_STRUCTURED,bodypart_action,NO,,1890e68ef1de67164a4418c180b7a79ce4178a4e5e6090d06ccff1a9b01afd39,,,
gag,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,HIGH,1825,RESTRAINT_IMPLEMENT,restraint,NO,,18a6043a0434cc05db331cfd88d0fce24cef4b11070c3236d3d2c8a334d38589,,,
bandaid_on_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,753,DIRECT_COMPOSITE,compound_visual,NO,,18b2b11fe4734e5b8b0f0eab349fb811982b5b17deb4cf039282ff0c483c9708,,,
chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,HIGH,633,RESTRAINT_IMPLEMENT,restraint,NO,,18d89b6ee317024c6b93faa753f4d3f4207fa7d87c9c2f6c3c2d7586d611caad,,,
crotch_rub,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,85,SELF_ACTION,action,NO,,18ddae453aa028057335b2e3f28bdd2e7ded41655e5296d2b7cdebcf9fc2628e,,,
clitslip,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1734,,,NO,,18ea37a0ac05e575daba201b968e93624de9e83221fd3ddb371525cacae647f3,,,
taking_off_clothes,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2782,,,NO,,18fb215faead253b61218320be63caf1166a241a2f43a622dd8c577bed208bd8,,,
cream_pie,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,410,,semantic_support,NO,,190756b001059f52043e00fc9ce654014654a10fa1a2e4211deb46d192ac8fbb,,,
undress,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2785,,,NO,,196f398dfb6a4dbe8497e413ac46a2e02d7ff5eaf92bb184db94133a3690b2e1,,,
loli,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,,HIGH,722,RELATION_ROLE_CONTEXT,context,NO,,1971aa3c40ed1fe576cba58d8df02c931f0666c0ddf7c96facf16e16fa68cf9b,,,
footjob_with_sandals,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,30,ACTION_INTERACTION,action,NO,,1971d486715cb4a409be164a00f7ef4452fdbed92d1b26ffeec1f750a9cc9a76,,,
nantaimori,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2330,SCENE_CONTEXT,scene_context,NO,,19a38c4b09c77bd1dade8f0b6b2a741ab77cb807e1e4ab35199cccff640282bc,,,
cumdrip,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,363,FLUID_STATE_ACTION,effect_or_action,NO,,19c1a2e303f11127b042cf70ca111936fe63d1d488d2db5ec80f74911ecd8ab2,,,
phimosis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2037,BODY_ATTRIBUTE,body_target_or_attribute,NO,,1a02a5292b8caf98bf893396a6e25f7ed59b04493322f60d5eac1eb849b59f8f,,,
decapitation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1766,DAMAGE_STATE_ACTION,state_or_action,NO,,1a188e0a78850a751dd721c4a6a0f7d198f7456dd802c143c8e5b0d878c7ece1,,,
pee_puddle,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,MEDIUM,1985,FLUID_STATE_ACTION,effect_or_action,NO,,1a1ef4462ee47189cfabe448998aedc1ae64cbe5a74ba85009361d7a4b80a356,,,
panty_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1467,,,NO,,1a25362209913112792106a8eb6220853422ed2192ea89a685b91bfd5cf9e311,,,
doggy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1757,,semantic_support,NO,,1a315c640b6d8e6e56c0c50c1431d5654e3ee983ba108df036c2d364fe2f45c5,,,
tube_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,MEDIUM,882,RESTRAINT_IMPLEMENT,restraint,NO,,1a54fe98737bc9c7e65db488e9061a30bae2d43ee48472332fe71b5ba25cc880,,,
maebari_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2629,,,NO,,1a60520a813e84874aeee83b8748c879d062b960412bb505aaaff0de413b5018,,,
beaded_panties,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2709,,,NO,,1acbbadfbbf3d26858160d9e590a0a5e155b2ae4cc9473355c11bfeae949ccae,,,
bra_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2045,CLOTHING_EXPOSURE,visual_state,NO,,1ad53f5c2e5b0f7ae64b718e966d52b7f3815e786308c4cbb58fda4bc7b1d919,,,
implied_virgin,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2715,,,NO,,1af478113e86cc235398f206679d0473c1c354bfc6c2ad4ebffc9a584d9fdaab,,,
sexualized_chibi,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,,HIGH,1237,RELATION_ROLE_CONTEXT,context,NO,,1af830558b784dcd661a603e0b8b6e67ac388d06057cb629b6073a7efb6cf3b5,,,
cleavage_window,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2532,,,NO,,1b24d168a43afc9ea1a9689fa98c83c55da543d1b90b40e42ddf3de00d898d1b,,,
clothes_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2789,CLOTHING_EXPOSURE,visual_state,NO,,1b4b011897e48793805b4e8926d7b9feb4e37046e66097810869aa7f6003ab67,,,
smelly_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1109,,,NO,,1b7dd1def277d497766982b8d45c755cbc730642972a08bc4fab3a2f91d2940e,,,
simulated_bukkake,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,973,CONTEXT_MODIFIER,semantic_support,NO,,1b83aad9ff2c7e60fd1e1dfc1ac90538e78edd3af36cde57cd7b7affe3a15466,,,
bra_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2179,,semantic_support,NO,,1b89e9ef1cf19ec3981d4982bdf7a0a62e5890a1eb2a67a83383b3eeedaf160c,,,
male_underwear_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2376,CLOTHING_EXPOSURE,visual_state,NO,,1b956451ea2b6c6f433a0e796d94dca5e775907917724b3981710c2259fee91d,,,
cfnf,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2265,,,NO,,1b9a92befaa4636ea9258a786c48562ab4e06963da4c22ad1d110306636fa158,,,
slap_mark_on_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2690,,,NO,,1c01a1836afd14a3f4fd3fdfa7010d8b7b4559b611294910082baad165aa8225,,,
shaving_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1523,,,NO,,1c056fc63b26f94b476094e96f9e5be499ff676cd85ab10af5a5e8ddf9c91f34,,,
clit_slip,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1729,,,NO,,1c0cde8976995c5a426ef28dca440deaa55d2ac1885f7b9321f90bda78207fb9,,,
sexual_activity,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,81,,semantic_support,NO,,1c1669f64b3c8c789c89a5d2d67c60d84b4616cace0035a330f1e226700477a0,,,
censored_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,,HIGH,857,BODY_ATTRIBUTE,body_target_or_attribute,NO,,1c1b7cb29e052e43b2c69bd5e23c36781106c34b6cbffd199e0170f43ae062b3,,,
knot_gagged,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2624,,,NO,,1c615ac5673405ab14ccfb6799d220c18149a3363cfcf5d83aa8f35948582b2f,,,
no_briefs,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2732,,,NO,,1c7a4cb8d64325150712d92da9f9446bb52cc76c49808312674ba6e31a985b66,,,
crossdressing_(mtf),P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2367,CLOTHING_EXPOSURE,visual_state,NO,,1c91815225be5a3a76bb38b5e72cc77665ee4e873a99c3076d27564254997454,,,
hairjob,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,37,ACTION_INTERACTION,action,NO,,1cbb37bfb0cb2f02562693177a9495398a28bc78d36832b7d1a522400159da2c,,,
towel_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2278,,semantic_support,NO,,1d12a43f3883a7a0641fc2d9de316bcbef34eeb1fd84a496e783eb98845b0a3d,,,
micro_panties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2848,CLOTHING_EXPOSURE,visual_state,NO,,1d1388daca2b4ebfe0b969649bb003eb6bad2365f631027055c1cb5a7cfb922e,,,
camisole,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2084,CLOTHING_EXPOSURE,visual_state,NO,,1d3c3aecbb954a55c8698fc3ef9d24b48a0cc387d023489148fcb7363e30a044,,,
stepped_on,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1964,RESTRAINT_ACTION,restraint_action,NO,,1d564471e3c95e58429b4bc19d9397b4e85dad414f95933e49942ca31de20a6b,,,
biting_foreskin,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1134,ACTION_INTERACTION,action,NO,,1d56ae7b89f7629588cd630d206c3b26cc45f146844bfc064795183a5c463ce5,,,
peed_self,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1989,FLUID_STATE_ACTION,effect_or_action,NO,,1d8225cf12595badda5851e6f46e5305076019baa51dd17f96513af3ce4ef246,,,
futanari_pov,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,,MEDIUM,2746,POSE_COMPOSITION,camera,NO,,1d9d2decd6f415169c49cc6ff436f337fa0803726ac03e931f099c98d23e9a97,,,
nipple_stimulation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,727,ACTION_INTERACTION,action,NO,,1da33a3d8042006227bc4e02620252baac53955558846b4bb43e072cef02ae87,,,
open_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1299,,,NO,,1db0422302fc112c1a20120f3fcfa3e8056dd4f03ce44acc528144fcd0ede10c,,,
penis_drawing,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1565,,,NO,,1dce58d38bd77afcee95e173bf7f04c0648a09a7f5223864c83bfd5d8fe33803,,,
hysterectomy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1793,,semantic_support,NO,,1debc3bf7e90a3db2d67feb6851dc41199436cda79c36df22ede4ea14f57b1d7,,,
bare_back,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2208,CLOTHING_EXPOSURE,visual_state,NO,,1df36b494a3818d6ef770033d5ec47eed2c950edebdbc07ed374acc29dd92069,,,
pants_around_one_leg,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2878,CLOTHING_EXPOSURE,visual_state,NO,,1e079aea95fc8680b5412449a37e553047f97620d7953b9c1bd1b3bb58252705,,,
eyed_tentacle,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,MEDIUM,1865,NONHUMAN_INTERACTION,compound_concept,NO,,1e1a67a0770ea1d4c21725152a842d362fc51ec664008f5bc759a0a0427844ad,,,
labia_clamps,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1183,,,NO,,1e21da134f7d0200f142e179135aedbfebc466bba39e196404e81ee358f6290c,,,
cuntboy_with_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,718,,semantic_support,NO,,1e30d8bc2cd5763983c2db4057cb85c2bde130558b530a377ed7919603295119,,,
trap,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,MEDIUM,2374,RELATION_ROLE_CONTEXT,context,NO,,1e618b971e03bbcd6911a8a7d978eea9e2362a46e917031b0d1d9bde046b4811,,,
sexual_stimulation,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,83,,semantic_support,NO,,1e754f3e8348a1c8339582e80538135b6b0a3e502c44924c2e0edfd06513e479,,,
personality_excrement,P1_SPECIAL_OR_OVERLAP,YES,YES,,,LOW,457,FLUID_STATE_ACTION,effect_or_action,NO,,1e89bf162b584d168e7dd0a8b2f6074f717d76088e99b3d80f125a756edfaaac,,,
naked_gakuran,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2563,,,NO,,1e95f22f18c62f2ce80af39caad4f491e9906e1e20d9168721ba6fec9a45279b,,,
testicle_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,597,BODY_ATTRIBUTE,body_target_or_attribute,NO,,1eb16481251af1e741db1a1bfc53db4721f89fc30cd50c2213f5ebc4ee801324,,,
schoolboy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2379,,semantic_support,NO,,1eb5f1faf3aa658cd89105f856114d046524434f6f06e4367ca742f97b58fbce,,,
strapless_bottom,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2121,CLOTHING_EXPOSURE,visual_state,NO,,1edc0546e9095a395bf7667aa98514e050e75286edff78235124575f7040bdfc,,,
about_to_be_raped,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1351,,,NO,,1f14facde7a2669b56b579f86a695f06e9a2b98ffdfcc674bed58cc4135d1120,,,
anal_prolapse,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,145,BODY_STATE,body_state,NO,,1f45e16c3902f8a2c78ad9576ccb6a9a754f61e968dc3590fd1e3539529e47ff,,,
see-through_cleavage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2384,CLOTHING_EXPOSURE,visual_state,NO,,1fc13c8a1fde86ea3ae8a0381f2f9f73da096d6c777488e876c16eed95af14af,,,
stocks,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,HIGH,1840,RESTRAINT_IMPLEMENT,restraint_implement,NO,,1fc56ae790024613b72654ea8c4fe8eba234db717c20283fe839c6f16a38d61e,,,
backless_pants,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2075,CLOTHING_EXPOSURE,visual_state,NO,,1fe008c03c2b3c93292f21526228ea3ed4d1e7a658818a8b1b2802fd116c8f38,,,
nude_hoodie,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2582,,,NO,,1fe2d6f2b19a22503f6da810cc1b1d8e2a254814c6b6c22255e7a58852298b19,,,
nipple_ring_dress,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2127,,semantic_support,NO,,1fe5bd25f3bb6abc720abdeceb67610f071625f47b0290908c044f888ceeca48,,,
pantyjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1672,,,NO,,20366c092869a88d3e71faa9aafcbfe227f9bc0a6834083f045b3545ccda8427,,,
piss_bottle,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,HIGH,2487,,,NO,,2061e9ad6c373974bc4bc88a391bb938737c5c552a65f3f5547eda3cdae8e987,,,
nipple_suck,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2548,,,NO,,2067cf36740530ac0359bdb246fdf28e42fd924b7de1ca1fff4671b58de52a2e,,,
penis_pump,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,610,,semantic_support,NO,,208e2b67410bf38ab38a4e37aaaae72454652b8729c188081e779786d9c3b4c9,,,
dark_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1426,,,NO,,20a7a4e7c986f88bac297d0f30a9c9cb78eb9255f6b20fee38ac3999a0e750f6,,,
futa_with_futa,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2342,RELATION_ROLE_CONTEXT,relation_context,NO,,20c6a81cfdeab1dca138c7a9247fb8c7e8b2cbf58441f17e7ebfb20ce335c158,,,
single_nipple_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,874,IMPLEMENT_OBJECT,implement,NO,,20da026e1d986102d12d59176a94fd84238749abb62934920e19abd0ebe6ba3a,,,
chastity_cage_strap,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,HIGH,951,,,NO,,20e00ab5abd0071564942041791a3f50f0deb0f8e87d7b23b5da641c92cbaf8b,,,
shell_pasties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,,HIGH,2488,,,NO,,20e20c317faf8f0c27b338d6505ce246abb1e239bbdb70bf0210b317f83101d8,,,
lolidom,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,,MEDIUM,1238,RELATION_ROLE_CONTEXT,context,NO,,20eb2fc37c705df343347c979898a17298b3848610713aaaf8939b51201d121c,,,
blood_on_neck,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2865,DAMAGE_STATE_ACTION,state_or_action,NO,,210bf4dad50add83e28b6ad5530a5383c640f4c2033faaafb9c5de18b7804e2e,,,
strap_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2257,CLOTHING_EXPOSURE,visual_state,NO,,211d28f36cdba2d5b985302cf8fb4b1d1a1bff1c45d6b097ce358f60eea9159b,,,
impregnation_request,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2614,,,NO,,214abfb234863ee85d067120beabd9678c1a51b633814970a0a1a03295366ed7,,,
peeing_self,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1982,FLUID_STATE_ACTION,effect_or_action,NO,,218ad111141646e765a7648c348ba52b8ce0399045b12a3050bf1b4152982a62,,,
unaligned_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2839,CLOTHING_EXPOSURE,visual_state,NO,,219e7041a0a6310b2a5ce7c0e6a512598fb6f09b247558748671f277ec03300a,,,
footjob_with_legwear,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,29,ACTION_INTERACTION,action,NO,,21cf6893b12668237e0271dbeeab9142d3544bf45a955ee787776dd49b1ae15e,,,
cunt_busting,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,570,RESTRAINT_ACTION,restraint_action,NO,,21e674e78b6c3792b31dc1fbb4aa54076ed7fa5751ac16042e4fae7ec84a6709,,,
vaginal_juices,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1258,,,NO,,22257332691a7dbed5a531c7409000823939bc14dec600db5671a46f4896a7a1,,,
