identity_key,priority_band,is_general,is_special,general_primary_path,general_status,general_confidence,special_id,generation_family,generation_role,issue104_risk,prior_evidence,sample_rank,reviewed_class,review_status,review_reason
guro,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,,HIGH,470,DAMAGE_STATE_ACTION,state_or_action,NO,,222825fcdbccdbcd4e2bdca89bcc4b7f71824de7ddda9f06e3c0ded69ed87c6e,,,
self_fisting,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,197,INSERTION_STRUCTURED,bodypart_action,NO,,22363ca431150acd383fffa458961d19405fea8691b879ac6b4f6a81c41905d2,,,
mummification_(bound),P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,MEDIUM,2427,,,NO,,2261b639843b052d8498fbd1f670ce27cc6a6c839805f5d4aa1613c107d0ffd5,,,
insert,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1797,,semantic_support,NO,,2265c46aee181eb02a4c2505a879a18b5d5939e846d367d04cf99fb778459bba,,,
intravaginal_futanari,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,887,INSERTION_STRUCTURED,bodypart_action,NO,,2275c4ac2f341da19faf8aeec660a41ff9214e2d5b1a65f094b021f675def7c3,,,
arm_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2203,CLOTHING_EXPOSURE,visual_state,NO,,227a43e526f6af58cf859ad66fff3ad5fdf2fe639821cf7ec770c0bd0374f6d4,,,
hentai_style,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1706,,semantic_support,NO,,22dedcdbd1de97533dbf32e609fd99a5f0a1ee6c261cff115a96015c9a55ffc9,,,
severed_limb,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1779,DAMAGE_STATE_ACTION,state_or_action,NO,,22ed7df0d48c06e742bbc8bc814b5e6b115850b02b18ccc2f1f425cd69717f2e,,,
gangsex,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1617,,,NO,,22fb0c4b2a13b6a92c1b3b7ca94a01c7407638244b37318ded150432ad04c251,,,
sexual_intercourse,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,82,,semantic_support,NO,,2305d0e28b9d3c265828b2cede60a13619d8ee93e1c404bd66d23064068ff611,,,
bikini_top_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2965,CLOTHING_EXPOSURE,visual_state,NO,,230bec0d0d897333d87f6ea52921bdc367d695ef2cbaf998c5a837f6ab51cd3b,,,
anal_beads,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,266,IMPLEMENT_OBJECT,implement,NO,,2313b1b3a45c9b122a294145f43fc921963fa5dbb0e1e34b8441a3257152e45b,,,
coat_open,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2269,,semantic_support,NO,,2321cbea6ef47dce36d97f133ba5761dde972125f91876aa0c7391a6e6c55286,,,
gagging,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,MEDIUM,1741,ACTION_INTERACTION,action,NO,,232b43121bac66c36bbdd3451050a8441b90f7b34f32218cddf3aee8694bb149,,,
after_urethral,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,216,,semantic_support,NO,,232e2ba13f70519c66059b4e524a58b83e8d09386c5d6bd494c53f2228856562,,,
covering_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2305,CLOTHING_EXPOSURE,visual_state,NO,,2342296eb8b91f1a323c50d4213432bf0b9359377c50d4b2246437de23f30993,,,
poking_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,1027,,,NO,,234f9bb52b045d007d069d0f882baf911678fc1af52b166970ef355d998b7f7a,,,
vore,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,MEDIUM,504,ACTION_INTERACTION,action,NO,,23502c58eb03a9879c06ee4c516c8b92f834a06190e67e132bf82cbb2735a3d0,,,
female_fingers_in_male_anus,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1461,,,NO,,2357768d81a69c73c0858bd60183e63fcdc01782cc8106b97260cf6569868734,,,
fucking,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,67,,,NO,,2365be160ad18f06e3916fc84b41c5e745827ca5ca87a1f2e01fce9573989139,,,
partially_nude,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2067,,semantic_support,NO,,23689e0a99b658e95b40d1d02580de8a5e2785d2afd48c3b27975728c1caac91,,,
too_many_tentacles,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1860,,semantic_support,NO,,23748a1fb123be68a627adc53b37ae894cdae09f2f3f488fbfaecb7b6a90ce74,,,
shimaidon,P1_SPECIAL_OR_OVERLAP,YES,YES,,,LOW,241,MULTI_ACTOR_INTERACTION,compound_action,NO,,238f6b152c9ac47a44bf21e7a26eb228e20584666302e74c4f7dbe4559ec83ff,,,
fingering_ass,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1390,,,NO,,2398103bf44c38958c2b1d795b3c20093bf009b06eb16d204d6b804229587afe,,,
breast_pump,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,,HIGH,2191,FLUID_STATE_ACTION,effect_or_action,NO,,239825a1ffc04a3374d7a7905a3cb4a8953d90c8b0642869ada5123f88b26c13,,,
stealth_cunnilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1136,,,NO,,23a8e8a3c0ee577f3bb879d0c8c32ce8dece988abd5ba2ddc5352e0457672f64,,,
grabbing_another's_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1191,ACTION_INTERACTION,action,NO,,23afbaf44262d2f871a9c04257022733f2dce8a19d9821da556c57db06c0cfce,,,
foreskin_retraction,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1468,,,NO,,23b8f5f491078f4a7eaf3112c9d4e4e99713cb6b5d0f05e2a7a2c0b822c564a4,,,
trap_penetrating,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1728,,,NO,,23dbfbff5c6c83b6aac258715b8374c4ad707c25e15b0e205660f1bdf6f3c1d4,,,
garter_strap,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2645,,,NO,,23f14741613395fcf39d5df9ebe9ae86b266a91c408f8b380b9c38860c59404a,,,
orgy,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,239,MULTI_ACTOR_INTERACTION,compound_action,NO,,23fadda0f160e6402d923a65f1157d57d7ca3036dacbc5cb6b41bf260c01d60b,,,
death,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2165,DAMAGE_STATE_ACTION,state_or_action,NO,,24067b9a2bcfcf19db8e305dd0338bce635b1b7273896bdfc657a77708970589,,,
skull_fucking,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,479,DAMAGE_STATE_ACTION,state_or_action,NO,,24723d4d8e200b6596a84d94c31751028a9994bbab54770e83acb55e2860cd93,,,
penis_awe,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,,HIGH,594,BODY_ATTRIBUTE,body_target_or_attribute,NO,,24746a8b1251d5ca83886549dc6940872b14873164b0a98153667873cdf78669,,,
implied_yuri,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,MEDIUM,2370,RELATION_ROLE_CONTEXT,context,NO,,249f2f94ea3be2b128ce5a44ad781f89120b24495952daddffff7b7574b22d8d,,,
blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,1816,RESTRAINT_IMPLEMENT,restraint,NO,,24d1b3d3b6a89bb0f8998300537e641a1f3024bc1f90bbac9b7a2d451ae2a9ac,,,
torture_instruments,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,422,RESTRAINT_IMPLEMENT,restraint_implement,NO,,24d3ec456f82ed9b427cfea6eb1bc91dbeb1f022282f569159eed2ea086514f3,,,
kimono_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2222,CLOTHING_EXPOSURE,visual_state,NO,,2507cbb8fdc4ebbf3167e114b284e29fc6770c388c4273f15facf2d68510c506,,,
imminent_facesitting,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2750,CONTEXT_MODIFIER,semantic_support,NO,,251622ccb2ee95aa8a75710c30641409cdb923d9749755c1887067fb704197d3,,,
self_facial,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1673,,,NO,,252099209bf7d010e86060b9be395250142a8b2896a70721350075d2b887bce1,,,
anal_play,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,163,,semantic_support,NO,,2572738f4bcb9c10b16c1f9e429c19d29344a42fb80b0f74c450c467d7a8519d,,,
toddlersex,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1664,,,NO,,25a76a4d2a3fa0ddd068201e9ebc82022d0b24dba8109c0d56727968e9987605,,,
inseki,P1_SPECIAL_OR_OVERLAP,YES,YES,,,LOW,2321,RELATION_ROLE_CONTEXT,context,NO,,25b81ab45de408be06cd4029d9e709b4cef491bfd41bb6e48af62828dd547203,,,
nude_model,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2617,,,NO,,25be21652a75eda6a8e677ff4ea7ddc2cb0257622b28ae5eaa453b9642aa0478,,,
spanking_machine,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,316,,semantic_support,NO,,25d2cff5c9674ee0cc8001ca9f746375edebbbd837f0360633291d2532334240,,,
ball_and_chain_restraint,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,2401,RESTRAINT_IMPLEMENT,restraint,NO,,25db9bd410e4464e084362b509c4582cae05a37ebe974a2f04338940e5eda8a9,,,
breasts_out,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,669,BODY_ATTRIBUTE,body_target_or_attribute,NO,,2601733bbeab7ea466cac59d0b4b90b99f440e94eb76349874a17e24f2dae9de,,,
foot_on_pussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2618,,,NO,,260ebd22037b6a3d44d3fc2d5bb6f3ee08367402734aabe089be801c70051718,,,
imminent_vore,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,,HIGH,943,CONTEXT_MODIFIER,semantic_support,NO,,261d59fdadf9c47af2a5a0361748f222165be9cd3fabac22e89aa42e5efda164,,,
stealth_fingering,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1115,,,NO,,262480b2b1301c1f7b25cd53d3d013156b858933423f06d71582f7b526f0bb26,,,
sock_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1531,,,NO,,264905ba44c84dca86a8391deb063bbec251b262b9c3b0c2cbf60c7b15cebaad,,,
clitoris_piercing,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2581,,,NO,,269f1cdec6adffa264e241faa03def0bd6dd20210d8ca48802f12f1730768599,,,
bra_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2824,CLOTHING_EXPOSURE,visual_state,NO,,26a1d2b0c6ad43d80da59f827eb3508497610da163b12a2cb308070dd7656c56,,,
tail_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1053,,,NO,,26cd911faeaddcedfba42ba6b582aa317bdb62f9dfdf08f64eaf9e2071a592d1,,,
spreadpussy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1605,,,NO,,26f8403dd1f0103f501b9037133e44d7152e88c42064ed0c1b8d48d632dc7b3e,,,
covering_privates,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2306,CLOTHING_EXPOSURE,visual_state,NO,,270e3cff04c1d27a20ebe44f367bfcc8ccbeb10979d7989ee867d2818ad34861,,,
urethral_sounding,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,219,,semantic_support,NO,,270fdbe4075d5023a8c8d3b33edf7a139751b4d7675ea6b0e694a2ebb164b706,,,
tentacle_boy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1893,,semantic_support,NO,,2724eb00e320a5e31bc823125ee0854d106f739c4fad46f64d01c8e9e13aef17,,,
josou_seme,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,,MEDIUM,2371,RELATION_ROLE_CONTEXT,context,NO,,272a6ad373dd95419ac96b807dab21baa0c2531f02bfb174f83edc30b60c97f3,,,
masochism,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,,MEDIUM,1957,RELATION_ROLE_CONTEXT,relation_context,NO,,272aad82fd9e43d5e0024d1e086dc4589c58c10dd0c42553b556355336776617,,,
no_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,989,BODY_ATTRIBUTE,body_target_or_attribute,NO,,272dac78623516ed90697f76ae5bc679143e78bda878a1e29583b1c2532b7fd2,,,
curved_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1070,,,NO,,2770efd9e9e4c86eddbb3ba81fa278beceb6c6f35e1a9fee9277fcaf8e724bda,,,
nearly_naked_coat,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2465,,,NO,,27779fa66dcc16a1bd3c8fd1d375c0a5622d8013375d6196d9db3929edcd60db,,,
lewd_content,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1708,,semantic_support,NO,,277cddbeabbc16debeeeaaa15a39ad92e397239bc81c811b3d7fb38c7711f1ab,,,
titjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,526,,,NO,,279b487ab84e7d06e0018b1b78f8b3b765eacf48465ae31b335380c646dd5c3e,,,
table_humping,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,94,SELF_ACTION,action,NO,,27bdf9ac65921e5d813ebd4964ec01f7340575dddb2606597f346558c4317e85,,,
long_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,859,,,NO,,27fe407433a12ad1a0ac64085df71fa4c1841a19d6743a7f4c5cff78f7ca2db1,,,
hands_tied,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1951,,,NO,,27ff90f714ad928e9c374da1351b74a182fa99bfb18a721aa393f3b89dc7692f,,,
legs_over_head,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,,HIGH,1751,POSE_COMPOSITION,pose_camera,NO,,281d96833f5b7b06a498a36d603f2cd62985c1d1956c5dab1f715c652ab2b931,,,
tablesex,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1666,,,NO,,2834a22c94cd0b65dcb4967684f5ea1e913c384279c66f8cdae84ea310df3949,,,
shoe_pull,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2276,,semantic_support,NO,,28c3ccac4f811aed0baf4b021efa6b18fa3f540fa65ac92b791a95f9639d130e,,,
gokkun,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,369,FLUID_STATE_ACTION,effect_or_action,NO,,28c8b7c0bae7f168cb069f686fcbe45c602044237ff90d0f632ba142af7f9b53,,,
bikini_bottom_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2044,CLOTHING_EXPOSURE,visual_state,NO,,28e4437bf03b1f59bbcee5a53891ba39c46ccb8efecef4a7c80d7020c05212cf,,,
naked_necktie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2411,CLOTHING_EXPOSURE,visual_state,NO,,28f37efb2fbde7eb292f366975d29b79c96af2689ddefeec4dbbb1d47f724873,,,
face_between_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2857,CLOTHING_EXPOSURE,visual_state,NO,,2962a32ca8916041fb4b6ec57151f109bcc5ff3fbc341946a0540aa9bbe7e3b9,,,
biting_breast,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2927,ACTION_INTERACTION,action,NO,,296d2e2b26f24de8a5aba0707ed075416b69ec9b653c9f99a86e35dc1072920a,,,
anal_training,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,161,,semantic_support,NO,,299d7821799addfdadd8d82b4629541d2dd23eae26fcff53d8556bb7fca15863,,,
bra_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2522,CLOTHING_EXPOSURE,visual_state,NO,,29decf14c6fe489838073341549f7d614142015de69189bb877b2003e34bfef6,,,
erection_under_blanket,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2742,DIRECT_COMPOSITE,compound_visual,NO,,2a0423bfa25a8fa7975c7b51794bc5b2ba88a34db2c78d817948b80664c34f1b,,,
yellow_blindfold,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2600,,,NO,,2a18658b639b28b2c454566f53fe2d6ff1337b373a89d49243885c7d4fd08292,,,
licking_own_nipple,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1007,ACTION_INTERACTION,action,NO,,2a2921c555b59faf9129b3f8d4eb5036c433872f50ee6af4757558db9bc3063d,,,
cunnilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,681,ACTION_INTERACTION,action,NO,,2a2c9bdbc0c9bf4040d7284fc410bec5516aba44f00ae35afe2fe191318594b0,,,
fake_penis_shadow,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,,MEDIUM,1117,,,NO,,2a3d69ec8df4a9dddc296c540242860eb9edb6019dc4cb30cc41800185dbe50f,,,
revealing_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2116,CLOTHING_EXPOSURE,visual_state,NO,,2a4290f8b322199854975afd087f7bfd953840ace23bb25c37db034c259b7274,,,
pussy_grip,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,1008,,,NO,,2a888508d89e286177fd1042a060926db1a97af79f32ed602567d40bc0e27a52,,,
oral_sandwich,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,107,MULTI_ACTOR_INTERACTION,compound_action,NO,,2a933e8a481bbd732bf166d408a68ba12f110417f1d313cbe4488e55d80f7a38,,,
wings_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2950,CLOTHING_EXPOSURE,visual_state,NO,,2a9dead0d2c15cf5492b09ca2dd557434f80d4707f1781393ad1a264957bef63,,,
mutual_rape,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1505,,,NO,,2ac52d3d75052a7fa1e834ee505ad6a52928d6b9d0b2dac2ab89dc81b32ee5af,,,
penetrated,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1799,,semantic_support,NO,,2b0e7d0eb8646ab7b391b4201773813087860fa0070fd6dd08b262dbe8764569,,,
clit,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2538,,,NO,,2b24068bea5717303706dde9e6700ecb1e43b1f0b4180ffb55b8eca9811611c8,,,
forniphilia,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,499,CONTEXT_MODIFIER,semantic_support,NO,,2b466c904c64847ebb917c4fc2c5715ea2d017b500d990532dbe890a82edff5f,,,
minor,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2353,,semantic_support,NO,,2b53ae5847a47af9fdd292f85e3c49257e5a3469504ce8a3f176327c4c1319e7,,,
footjob_from_behind,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,25,ACTION_INTERACTION,action,NO,,2b5c6724718a4a87a3e26a80fce30249f1db95ca159bc1e699db90776468d943,,,
race_fetishism,P1_SPECIAL_OR_OVERLAP,YES,YES,,,LOW,1243,RELATION_ROLE_CONTEXT,context,NO,,2b68bd7c7a9b8216f8a152e37d2f2c1e1c80b22559ebf71977fccece64698f98,,,
pussy_(symbol),P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1551,,,NO,,2b6c7f6afa8f696f6c23033db5ca2b0821110d113dd74d21257774c42667640e,,,
ball_busting,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,616,RESTRAINT_ACTION,restraint_action,NO,,2b85fbd2ab5b51bf242ad60339036834f9d0e991180f8fddf41e5203a39a3380,,,
xray,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2014,,,NO,,2bd909152bf1a6237830befc2eef6baf39088bda5dd4ef8124c5bff8792d3a8b,,,
midriff_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,2808,CLOTHING_EXPOSURE,visual_state,NO,,2bd92addb02f693e3b3615c104d16a23f45135998c32ef56a96d9f1a886e31d6,,,
smelly_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1121,,,NO,,2bea972deb3a7b7c9adb1c5a3c7a48a83a989987f180100ee1ea69f04e1063be,,,
naked_lab_coat,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2418,CLOTHING_EXPOSURE,visual_state,NO,,2bf143e51a3403358a5af9a98cc078339a1bddd0846d11c12f456cf89dfba239,,,
colored_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,2405,RESTRAINT_IMPLEMENT,restraint,NO,,2bfb8e5995431aed0db0eba6b72e5fa937959483d760df2903e02b0a63443118,,,
pantyhosepull,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,2678,,,NO,,2c1fbd8f9d961f32cedfffde8e451d9934b8a00e4de8271e3f95c1165ad3a5fb,,,
triple_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,549,INSERTION_STRUCTURED,bodypart_action,NO,,2c2fd5eeb5fcab503c6ef8f4c55703d779ca32e61d010319ec0389c55e83f67e,,,
dress_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2307,CLOTHING_EXPOSURE,visual_state,NO,,2c3072e71b69f0ba607c962b48921c117b703f8193ac89b3ddaf1bea9ef95c2a,,,
removing_pasties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2433,,,NO,,2c85730749fa672345ac8a3aee14aeb3e76b465c68375f87d2a0877884ce77e1,,,
non-consensual,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,441,,semantic_support,NO,,2c962a5135b4685182594ca99933e1eb234f81981e5215d88cf824120a29164b,,,
penis_touching,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1414,,,NO,,2cde1599abed3daa1dbf67d3e242a8bf30c9a793ab057d79821c265c2c5f778d,,,
pantyhose_around_legs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2980,CLOTHING_EXPOSURE,visual_state,NO,,2ce785622e91a6e845865eaecf9cdd1ebd6116daca5826959e1439199c56df16,,,
urethral_strap-on,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,215,,semantic_support,NO,,2cf62aa7e8df1d2424a55fa8d0a15feb77cbb11aff5f4f97bbf4a03ff47a5774,,,
naked_tape,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2486,,,NO,,2d181fcede681825efec5b5e86494abd57633010a70bd7aa8248944b8d892912,,,
crotch_rope,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,,HIGH,1821,RESTRAINT_IMPLEMENT,restraint,NO,,2d29ad5270d207bcb6d864481591a0e5b86377776247152e6a1ac6d8df89e4e9,,,
soiled_diaper,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,464,,semantic_support,NO,,2d4eae30e16557fed8c936a66a14d4e9793b1a9c576450264db7bbb320ec23fc,,,
penis_kiss,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1412,,,NO,,2d52d0032279681db7e7862e4d05a13731b911d4651f7ea5d35ef9a2fd4aac90,,,
dark_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,766,,,NO,,2d64449b8e67f107bc52088af6422347637ac4dc002ad7a9e4a5719e216583c9,,,
tongue_clamp,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1842,RESTRAINT_IMPLEMENT,restraint,NO,,2d730870c5e70cf39c51f71ccf6ec2ace467eb71a66bb63a12aa964366c01837,,,
snake_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,1200,,body_attribute,NO,,2da52ff4e1e3c05043a7dd33ba96666a13ce6b7f24502f504b46aa5b7fd1531f,,,
clothes_between_exposed_breasts,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,,HIGH,2890,CLOTHING_EXPOSURE,visual_state,NO,,2dc6941a88abb1288710dbe3a273633726792b7790d313e66a05aee7bfb8f0bf,,,
nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,665,BODY_ATTRIBUTE,body_target_or_attribute,NO,,2de78fd0e86e2721afac454e1f847f3bb76436a418a3116e75f39d17f20c77a8,,,
colored_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,,HIGH,761,BODY_ATTRIBUTE,body_target_or_attribute,NO,,2e0788aa3942c39bf6ad6d34b44afa52b091b2657e6b4207844a0359a4225ffc,,,
vaginal_nakadashi,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1263,,,NO,,2e15d7463819c7118c3a50c9fc58e679052506f3212587b1357a342b65af00e3,,,
breast_sucking_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,2938,CLOTHING_EXPOSURE,visual_state,NO,,2e18b6a35980a1f089062a3f9ab7fbbb2a8c10a4544e755a35478620d02700a0,,,
orchiectomy,P1_SPECIAL_OR_OVERLAP,NO,YES,,,,1790,,semantic_support,NO,,2e3e4fdb5667aae5f02fd73a7ebc5c80899b02c4a9cffe121fa7daf68ec12a22,,,
imminent_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,,HIGH,540,CONTEXT_MODIFIER,temporal_or_implied_context,NO,,2e9d03f4eaedcc2b306a8ab6a94535c9610f32e2855597cf691c872e89149481,,,
dick_in_a_box,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,,HIGH,1116,DIRECT_COMPOSITE,compound_visual,NO,,2ee4a8686e30cf45247dbf086bd972a583ec2ae3c2b6d47b3a954f397fd435e6,,,
